POA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
POA6012,1505,1142,925,1081,1274,1051,899,539,200,8618,8,0,5,3,4,0,0,0,0,26,0,4,5,0,0,4,0,0,0,14,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,34,24,20,28,23,23,30,16,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,39,35,27,25,28,30,30,16,252,42,38,37,23,29,24,31,30,16,281,1539,1177,968,1110,1305,1078,929,566,218,8894
POA6014,4310,2470,2462,3121,2953,2330,1747,1084,683,21151,0,0,0,0,5,0,4,0,3,18,0,0,0,4,0,3,0,3,0,23,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,47,64,60,56,43,28,35,20,5,360,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,64,74,59,45,31,42,30,12,400,51,61,74,59,45,28,48,28,15,418,4364,2528,2538,3188,3004,2364,1789,1115,696,21572
POA6015,1189,935,345,544,1065,946,597,541,303,6461,0,0,0,3,0,0,3,0,0,6,0,4,0,0,0,0,0,0,0,7,0,6,6,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,22,12,8,13,7,8,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,22,13,13,16,9,8,0,152,25,30,22,17,13,16,14,12,0,159,1214,968,368,561,1075,962,606,556,303,6617
POA6016,2198,1075,1656,1890,1463,1027,660,296,163,10431,0,0,0,0,0,0,5,0,0,10,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,5,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,17,29,24,21,15,15,7,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,36,29,29,16,20,9,7,166,9,24,36,29,28,22,23,9,4,176,2205,1098,1695,1920,1492,1046,685,304,167,10602
POA6017,491,413,1302,813,406,352,296,172,67,4315,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,21,8,9,8,10,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,21,8,9,8,10,3,0,67,7,3,26,8,9,8,10,3,0,72,498,415,1331,824,416,362,306,177,67,4387
POA6018,7609,4426,5363,6110,5368,4140,3377,2533,1333,40257,4,0,6,11,0,8,0,3,5,39,0,3,0,0,5,7,15,5,0,38,8,0,0,6,4,16,6,0,4,44,0,0,0,0,6,12,5,3,0,30,0,0,0,0,0,0,4,0,0,10,124,130,134,93,80,84,74,39,39,808,4,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,142,137,149,108,87,121,115,57,36,954,143,135,155,119,88,128,119,60,41,996,7752,4562,5523,6225,5453,4265,3497,2595,1372,41253
POA6019,3883,2364,4183,3709,3064,2323,1712,1098,431,22768,0,0,0,0,0,0,3,3,0,16,0,3,10,13,0,3,0,0,0,34,0,3,3,0,0,4,5,5,0,27,0,0,3,8,6,6,0,0,0,28,0,0,4,3,5,0,0,0,0,15,61,84,123,75,61,64,47,22,8,545,0,0,3,0,6,5,4,0,0,13,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,76,96,149,103,83,91,55,24,8,678,75,94,152,103,86,91,60,28,9,694,3956,2459,4338,3813,3147,2416,1777,1129,438,23461
POA6020,4165,2329,1484,2658,2970,2773,2997,1490,472,21341,3,0,0,4,7,0,3,0,0,24,0,0,0,0,0,4,3,0,0,11,0,4,0,0,4,6,10,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,59,44,46,54,36,30,18,13,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,44,56,59,38,46,24,13,396,61,66,46,56,65,45,49,25,13,425,4223,2402,1535,2712,3033,2811,3049,1507,487,21763
POA6021,3365,2102,2823,3002,2604,2335,2031,1403,592,20259,0,0,0,5,0,9,0,6,7,31,0,0,5,4,0,5,0,0,0,9,0,0,0,4,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,46,49,63,55,48,37,36,66,40,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,55,69,61,52,47,46,66,40,480,46,58,67,67,55,49,44,73,50,511,3418,2162,2892,3066,2660,2389,2072,1471,643,20764
POA6022,1006,476,637,717,619,499,628,343,70,4996,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,11,12,11,7,8,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,11,15,11,7,9,4,9,88,15,18,11,20,11,7,9,4,9,93,1022,495,647,729,629,507,638,343,78,5087
POA6023,3417,1651,1103,2174,2213,1673,1824,956,309,15321,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,40,39,34,23,15,13,10,236,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,32,41,40,34,24,25,19,10,263,37,32,46,42,34,24,23,19,10,266,3456,1686,1152,2215,2244,1697,1851,982,318,15594
POA6024,2571,1404,1486,1917,1737,1339,1641,835,170,13095,3,3,0,0,4,7,4,0,0,15,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,35,32,16,23,24,4,7,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,37,37,32,20,23,31,4,7,232,40,43,37,36,24,32,28,4,7,253,2615,1445,1528,1951,1757,1366,1668,838,180,13344
POA6025,5905,3412,3459,4158,4023,3790,3387,1489,430,30050,0,0,0,4,3,4,8,0,0,19,0,3,3,0,0,0,0,0,0,17,0,0,8,0,0,8,3,3,0,18,0,0,4,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,103,91,115,69,76,55,46,15,11,569,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,112,90,128,78,84,60,59,16,11,630,106,90,130,81,86,63,65,16,15,652,6021,3503,3590,4239,4103,3851,3445,1507,443,30702
POA6026,4087,2538,1695,2869,2862,3173,2730,1135,702,21799,5,0,6,3,4,12,13,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,49,54,49,56,26,41,46,24,45,394,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,57,54,57,30,43,52,24,45,413,60,56,56,62,36,52,59,34,42,457,4146,2593,1758,2934,2899,3225,2791,1168,741,22260
POA6027,7375,5110,4921,5497,5458,5591,4235,1779,669,40644,9,5,4,5,3,0,9,4,3,37,0,0,0,0,0,3,0,0,0,6,6,3,7,3,3,7,0,0,0,26,0,0,0,4,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,3,123,199,175,169,158,151,102,105,93,1275,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,202,182,175,160,170,109,110,93,1334,138,206,187,182,164,173,115,107,99,1375,7516,5311,5112,5686,5622,5759,4354,1890,767,42019
POA6028,4324,3341,2085,2686,3982,3458,1781,680,197,22536,9,0,8,0,3,10,6,4,0,25,5,0,0,0,0,0,3,5,0,15,0,0,0,0,0,8,4,0,0,8,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,50,71,53,30,17,23,23,10,3,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,73,54,30,17,29,30,15,3,295,54,73,58,33,24,36,33,16,3,324,4382,3411,2143,2722,4004,3493,1812,693,195,22863
POA6029,515,372,191,326,398,334,303,186,68,2688,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,7,4,8,8,5,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,8,4,8,8,5,3,0,55,9,4,8,9,8,8,5,7,0,56,522,377,200,334,408,343,308,189,72,2751
POA6030,7911,5431,4959,5063,5639,4457,2726,1842,759,38791,10,10,0,4,10,8,10,6,5,63,0,5,0,0,3,5,0,0,0,9,0,5,6,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,103,112,138,72,60,63,41,15,6,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,118,141,73,66,67,46,15,6,631,112,131,141,76,78,75,52,17,12,695,8016,5560,5099,5143,5713,4531,2772,1856,772,39485
POA6031,4639,2438,2823,2931,2365,1552,816,285,54,17909,0,0,0,3,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,48,61,40,37,23,20,20,9,4,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,57,61,50,37,25,25,29,13,4,290,57,59,49,41,26,25,29,16,4,296,4690,2499,2875,2974,2394,1574,842,298,56,18202
