POA_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
POA6060,..,4454,4454,3511,402,3912,1491,104,1592,1132,22,1161,288,9,297,117,5,120,6540,4998,11535
POA6061,..,4987,4987,4272,598,4866,2531,186,2718,1874,55,1928,822,19,843,600,11,611,10095,5854,15948
POA6062,..,3236,3236,4150,360,4514,2151,99,2250,1925,36,1959,667,15,690,375,4,379,9262,3763,13028
POA6063,..,991,991,1292,111,1409,879,32,904,886,12,897,430,4,433,324,3,321,3810,1149,4956
POA6064,..,2548,2548,2988,251,3232,1788,64,1852,1657,15,1674,825,9,835,614,3,615,7869,2892,10758
POA6065,..,3960,3960,6214,303,6513,4226,67,4290,5263,20,5279,1943,0,1946,890,3,895,18541,4354,22888
POA6066,..,1097,1097,1781,113,1894,1177,22,1202,1113,4,1125,526,10,536,326,0,331,4930,1252,6177
POA6067,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,8
POA6068,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,..,2634,2634,4227,273,4498,2761,39,2799,3188,7,3199,1355,3,1357,755,0,755,12283,2958,15238
POA6070,..,209,209,467,16,483,200,5,206,273,0,273,105,0,105,23,0,23,1076,228,1305
POA6071,..,224,224,449,12,466,215,3,216,211,0,211,99,0,99,24,0,24,997,237,1236
POA6072,..,57,57,105,0,110,47,0,47,48,0,48,24,0,24,10,0,10,237,61,295
POA6073,..,271,271,444,9,456,194,0,194,161,0,161,77,0,77,38,0,38,908,280,1191
POA6074,..,59,59,133,9,139,68,0,68,52,0,52,22,0,22,12,0,12,292,61,354
POA6076,..,1634,1634,2929,80,3005,1170,16,1180,1360,4,1362,617,0,617,225,3,223,6299,1736,8039
POA6077,..,133,133,232,16,246,70,0,66,71,0,71,41,0,41,34,0,34,454,145,592
POA6078,..,35,35,84,7,89,51,3,52,36,0,36,35,0,35,24,0,24,234,47,279
POA6079,..,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16
POA6081,..,250,250,570,26,600,306,4,308,314,0,314,156,0,156,58,0,59,1400,273,1677
POA6082,..,200,200,417,16,430,182,4,183,217,0,217,94,0,91,42,0,42,946,221,1170
POA6083,..,171,171,467,13,484,185,5,189,201,0,201,93,0,93,56,0,56,1002,183,1188
POA6084,..,440,440,1014,44,1060,503,11,516,508,0,505,256,0,256,151,0,152,2434,498,2925
POA6090,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
POA6100,..,2414,2414,2183,331,2517,883,125,1005,693,34,733,190,6,201,52,6,61,4003,2920,6920
POA6101,..,2169,2169,2101,346,2441,1036,146,1180,860,44,905,210,19,234,102,13,110,4306,2727,7034
POA6102,..,1855,1855,1206,266,1469,581,205,786,505,141,646,210,68,277,125,43,168,2627,2568,5195
POA6103,..,1875,1875,1484,236,1723,524,83,606,440,32,468,120,7,127,72,0,77,2644,2235,4873
POA6104,..,1852,1852,1779,228,2005,858,76,935,662,28,688,272,8,276,113,0,117,3687,2191,5881
POA6105,..,1871,1871,1753,243,1995,954,73,1027,789,24,810,327,13,343,211,4,209,4030,2236,6262
POA6106,..,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
POA6107,..,3933,3933,4239,598,4836,2798,292,3087,2733,130,2864,1231,48,1281,784,21,802,11780,5022,16801
POA6108,..,1764,1764,2651,181,2834,1437,31,1475,1334,16,1344,610,9,614,369,0,369,6405,2001,8401
POA6109,..,1285,1285,1158,132,1291,661,34,693,660,19,675,344,8,350,289,3,293,3110,1473,4583
POA6110,..,3593,3593,3963,328,4290,2537,61,2592,2797,26,2821,1273,13,1283,762,3,767,11318,4019,15341
POA6111,..,2193,2193,2914,198,3115,1368,32,1405,1241,7,1249,522,4,527,310,0,310,6357,2438,8790
POA6112,..,4764,4764,6324,513,6834,4240,70,4303,4760,23,4779,1964,3,1971,1099,10,1108,18390,5378,23762
POA6121,..,107,107,303,9,314,170,3,169,184,0,184,113,5,113,69,0,69,831,125,956
POA6122,..,1024,1024,1881,125,2005,1261,14,1276,1499,5,1506,710,0,710,402,0,402,5752,1166,6922
POA6123,..,116,116,248,9,255,133,3,135,127,0,127,72,0,72,33,0,33,608,129,733
POA6124,..,84,84,165,8,169,71,0,71,58,0,58,28,0,28,20,0,20,338,92,433
POA6125,..,192,192,413,13,429,146,3,149,180,0,180,85,0,85,69,0,69,892,207,1100
POA6126,..,21,21,41,0,42,15,0,12,7,0,7,8,0,8,5,0,5,67,24,86
POA6147,..,1422,1422,1611,138,1755,933,55,987,858,24,876,357,0,357,195,7,194,3953,1652,5599
POA6148,..,1506,1506,1968,88,2054,1093,22,1121,1323,10,1343,533,5,540,175,4,172,5099,1641,6740
POA6149,..,1207,1207,2193,68,2268,1143,23,1163,1360,6,1368,509,0,507,176,0,178,5380,1311,6694
POA6150,..,684,684,1455,45,1501,734,32,770,816,13,826,356,7,356,154,9,165,3505,792,4298
POA6151,..,2435,2435,2385,253,2642,863,87,961,851,22,874,275,0,281,60,0,60,4449,2810,7254
POA6152,..,3209,3209,3348,370,3719,1415,150,1562,1324,38,1356,423,19,441,131,9,141,6641,3798,10438
POA6153,..,1964,1964,2695,138,2826,1239,59,1295,1414,14,1424,500,3,503,162,0,162,5994,2179,8174
POA6154,..,1067,1067,1153,64,1215,592,22,617,719,9,727,275,4,280,77,0,77,2815,1168,3980
POA6155,..,2127,2127,4264,176,4442,3163,63,3230,4313,28,4345,1648,9,1653,806,7,813,14198,2400,16599
POA6156,..,1796,1796,2011,129,2141,1007,33,1040,1235,19,1253,449,5,452,110,0,110,4806,1985,6792
POA6157,..,2049,2049,1860,138,2002,782,28,812,852,5,854,276,5,279,60,0,60,3833,2226,6055
POA6158,..,777,777,904,63,971,413,17,438,509,4,514,172,0,177,51,0,51,2058,860,2913
POA6159,..,561,561,624,41,665,211,18,217,157,6,164,39,0,39,14,0,14,1032,625,1659
POA6160,..,1650,1650,1254,177,1427,452,77,530,314,24,334,103,3,106,19,0,22,2137,1933,4068
POA6161,..,25,25,20,4,25,3,0,3,3,4,4,0,0,0,0,0,0,24,32,61
POA6162,..,1422,1422,1547,174,1720,678,55,731,679,23,698,186,0,191,59,9,69,3153,1682,4832
POA6163,..,6377,6377,7112,640,7758,3372,200,3574,2882,80,2965,927,23,959,356,10,359,14659,7334,21996
POA6164,..,4207,4207,6470,485,6955,4274,132,4408,4862,31,4895,1740,9,1748,686,0,690,18032,4867,22897
POA6165,..,4,4,11,0,14,0,0,0,4,0,4,0,0,0,0,0,0,13,8,20
POA6166,..,798,798,1302,48,1346,659,5,669,709,4,706,267,0,270,93,0,96,3030,860,3888
POA6167,..,2674,2674,2777,284,3057,1624,41,1660,1537,13,1553,653,8,652,391,0,393,6981,3015,9994
POA6168,..,3829,3829,3438,277,3721,1287,32,1319,884,0,884,401,0,402,205,0,209,6221,4148,10370
POA6169,..,3500,3500,4385,284,4667,2094,45,2136,1885,11,1899,757,5,756,394,0,394,9508,3838,13350
POA6170,..,916,916,1480,152,1632,1101,26,1125,1133,4,1147,539,3,543,286,0,284,4544,1104,5648
POA6171,..,2067,2067,3421,225,3647,2249,50,2299,2635,11,2648,1186,3,1189,539,0,539,10039,2361,12397
POA6172,..,755,755,1380,88,1469,831,8,842,859,0,856,371,0,374,192,0,192,3629,860,4488
POA6173,..,436,436,1022,36,1057,750,9,758,1001,5,1007,454,6,456,157,0,157,3379,487,3872
POA6174,..,399,399,533,46,578,352,8,364,351,0,348,180,0,180,79,0,79,1499,453,1953
POA6175,..,209,209,419,18,436,240,0,241,283,0,283,109,0,109,54,0,54,1109,219,1336
POA6176,..,87,87,189,10,198,141,0,137,149,0,149,60,0,60,39,0,39,569,99,665
POA6180,..,404,404,705,37,741,377,16,396,448,0,448,205,0,205,106,0,104,1838,456,2300
POA6181,..,17,17,49,0,46,30,0,30,32,0,32,19,0,19,6,0,6,137,15,150
POA6182,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,..,39,39,140,7,149,59,0,61,72,0,72,38,0,38,24,0,24,330,48,377
POA6208,..,1231,1231,1858,90,1948,643,7,650,628,3,628,255,0,260,145,0,145,3533,1338,4868
POA6209,..,238,238,256,16,267,93,0,92,86,0,89,45,0,45,28,0,28,505,259,758
POA6210,..,8882,8882,10972,612,11579,3859,87,3950,3459,21,3472,1423,16,1434,632,0,632,20340,9614,29954
POA6211,..,622,622,1240,46,1287,441,3,448,458,0,458,191,0,191,90,0,90,2431,673,3104
POA6213,..,66,66,85,4,86,32,0,32,25,0,25,12,0,12,5,0,5,171,69,232
POA6214,..,36,36,86,0,90,31,0,31,32,0,32,25,0,25,14,0,14,192,38,225
POA6215,..,443,443,589,37,628,181,0,184,179,0,179,101,0,101,52,0,58,1101,481,1584
POA6218,..,55,55,85,6,95,14,0,14,27,0,27,7,0,7,8,0,8,148,60,206
POA6219,..,42,42,88,4,95,30,0,30,30,0,30,13,0,13,8,0,8,172,45,210
POA6220,..,433,433,577,29,607,212,8,217,198,0,200,114,0,116,49,3,54,1150,475,1626
POA6221,..,6,6,27,0,33,13,0,11,20,0,20,7,0,7,4,0,4,69,15,81
POA6223,..,13,13,21,0,21,8,0,8,9,0,9,5,0,5,4,0,4,44,13,59
POA6224,..,110,110,168,12,174,61,0,63,61,0,61,36,0,36,10,0,10,335,119,451
POA6225,..,1092,1092,1189,75,1268,441,9,447,430,0,430,195,0,194,85,0,85,2341,1180,3520
POA6226,..,39,39,111,0,116,41,0,41,62,0,62,26,0,26,21,0,21,259,38,296
POA6227,..,50,50,89,3,90,40,0,40,63,0,63,20,0,20,5,0,5,227,52,279
POA6228,..,18,18,16,0,20,3,0,3,10,0,10,0,0,0,3,0,3,38,27,61
POA6229,..,46,46,29,7,33,4,0,5,4,0,4,0,0,0,0,0,0,39,51,92
POA6230,..,5191,5191,5648,457,6101,2339,79,2429,2292,19,2311,904,5,913,391,9,401,11577,5763,17342
POA6232,..,927,927,1388,76,1467,656,10,669,632,7,639,282,0,282,121,0,121,3085,1027,4111
POA6233,..,1364,1364,2500,117,2613,1102,14,1118,1267,7,1265,527,3,532,235,5,244,5634,1503,7139
POA6236,..,142,142,330,11,341,121,0,121,109,0,109,52,0,52,17,0,17,641,149,785
POA6237,..,152,152,366,8,379,145,0,139,155,0,155,74,0,74,24,0,24,765,159,921
POA6239,..,401,401,686,31,716,209,4,211,223,0,226,104,0,104,47,0,47,1271,430,1702
POA6240,..,12,12,40,0,40,6,0,6,3,0,3,0,0,0,0,0,0,53,12,64
POA6243,..,10,10,14,4,15,0,0,0,0,0,0,3,0,3,0,0,0,20,12,30
POA6244,..,162,162,247,4,257,63,0,63,58,0,58,33,0,33,13,0,13,421,168,585
POA6251,..,24,24,44,4,49,8,0,8,21,0,21,6,0,6,0,0,0,84,33,118
POA6252,..,17,17,25,4,24,11,0,11,8,0,8,4,0,4,0,0,0,42,22,60
POA6253,..,102,102,126,8,135,18,0,18,20,0,20,14,0,14,4,0,4,182,112,295
POA6254,..,79,79,78,7,86,18,0,16,19,0,19,12,0,12,4,0,4,128,85,215
POA6255,..,469,469,730,21,753,184,3,183,185,0,184,88,0,88,33,0,33,1228,502,1727
POA6256,..,38,38,58,4,63,14,0,18,23,0,23,9,0,9,6,0,6,112,45,157
POA6258,..,805,805,899,40,943,291,4,291,281,0,279,135,0,135,62,3,67,1664,855,2525
POA6260,..,143,143,177,13,189,75,0,75,53,0,53,19,0,19,8,0,9,329,155,490
POA6262,..,83,83,107,3,109,29,0,30,26,0,26,11,0,11,4,0,4,184,85,269
POA6271,..,287,287,495,29,525,182,3,186,175,0,174,78,0,78,35,0,35,962,323,1288
POA6275,..,180,180,258,14,267,69,0,69,45,0,45,19,0,19,4,0,4,400,196,590
POA6280,..,3037,3037,4221,235,4453,1511,46,1556,1551,6,1558,665,0,664,266,0,262,8209,3319,11526
POA6281,..,621,621,1067,69,1133,421,19,438,519,13,529,188,0,190,55,0,55,2246,714,2962
POA6282,..,81,81,203,8,212,76,3,80,77,0,80,32,0,32,15,0,16,403,96,504
POA6284,..,151,151,290,19,309,139,8,151,202,0,201,70,0,70,16,0,16,715,179,898
POA6285,..,843,843,1141,103,1239,589,39,628,606,28,638,229,4,237,69,4,71,2636,1020,3654
POA6286,..,74,74,112,8,122,48,3,46,34,0,34,15,0,15,9,0,9,220,79,302
POA6288,..,55,55,83,3,84,22,0,18,34,0,34,17,0,17,6,0,6,155,58,212
POA6290,..,299,299,362,16,373,80,0,82,46,0,46,14,0,14,5,0,5,503,315,822
POA6302,..,469,469,575,32,604,149,0,150,108,0,108,59,0,59,31,0,31,929,499,1422
POA6304,..,213,213,272,9,282,82,0,82,58,0,56,28,0,28,12,0,12,447,224,670
POA6306,..,98,98,130,5,134,40,0,43,47,0,47,17,0,17,13,0,13,238,103,349
POA6308,..,189,189,247,12,252,64,0,64,53,0,53,35,0,35,19,0,19,413,198,610
POA6309,..,34,34,50,6,53,14,0,14,7,0,7,6,0,6,7,0,7,83,37,118
POA6311,..,65,65,101,3,108,26,0,26,27,0,25,9,0,9,3,0,3,171,71,240
POA6312,..,611,611,574,34,604,212,6,222,170,3,177,90,0,87,38,0,38,1078,657,1735
POA6313,..,18,18,44,5,45,11,0,11,9,0,9,5,0,5,3,0,3,71,22,97
POA6315,..,250,250,277,18,299,68,0,66,62,0,62,32,0,32,24,0,24,464,266,730
POA6316,..,34,34,51,3,52,16,0,16,18,0,18,12,0,12,6,0,6,105,38,142
POA6317,..,420,420,479,40,517,195,13,212,168,0,170,69,0,67,77,0,83,992,480,1466
POA6318,..,51,51,69,0,76,20,0,20,20,0,20,19,0,19,3,0,3,131,50,181
POA6320,..,51,51,72,0,75,26,0,26,14,0,14,18,0,18,15,0,15,139,53,193
POA6321,..,56,56,68,5,76,14,0,14,20,0,20,9,0,9,6,0,6,120,59,184
POA6322,..,17,17,37,0,37,14,0,14,9,0,9,6,0,6,0,0,0,66,17,85
POA6323,..,138,138,175,12,176,56,0,55,31,0,31,10,0,10,21,0,21,289,149,435
POA6324,..,366,366,514,31,546,175,0,181,153,0,156,73,0,73,35,0,38,952,404,1358
POA6326,..,33,33,86,0,93,21,0,21,17,0,16,15,0,15,7,0,7,147,35,181
POA6327,..,20,20,20,3,23,11,0,11,15,0,15,9,0,9,3,0,3,61,20,82
POA6328,..,35,35,65,0,61,14,0,18,18,0,18,14,0,14,6,0,6,109,40,151
POA6330,..,4264,4264,5127,276,5404,1852,57,1906,1743,13,1751,765,4,768,395,0,395,9883,4603,14488
POA6333,..,703,703,906,52,958,275,9,283,252,0,252,117,0,117,50,0,50,1594,765,2362
POA6335,..,68,68,90,8,93,29,0,29,44,0,44,16,0,16,12,0,12,192,78,266
POA6336,..,37,37,47,0,45,16,0,16,19,0,19,3,0,3,0,0,0,86,40,132
POA6337,..,56,56,57,0,61,19,0,19,26,0,26,20,0,20,3,0,3,122,60,185
POA6338,..,86,86,110,6,113,27,0,27,35,0,35,20,0,20,9,0,9,191,89,284
POA6341,..,24,24,29,4,28,11,0,11,21,0,21,9,0,9,0,0,0,65,27,93
POA6343,..,25,25,21,0,16,10,0,10,12,0,12,12,0,12,3,0,3,48,32,80
POA6346,..,73,73,101,5,108,34,0,37,34,0,34,18,0,18,6,0,6,194,87,276
POA6348,..,171,171,173,7,181,39,0,39,37,0,37,25,0,25,4,0,4,285,179,463
POA6350,..,46,46,47,3,50,8,0,13,17,0,17,4,0,4,0,0,0,77,46,124
POA6351,..,6,6,7,0,6,0,0,0,4,0,4,0,0,0,0,0,0,14,5,23
POA6352,..,8,8,16,0,16,4,0,4,10,0,10,4,0,4,0,0,0,37,8,45
POA6353,..,83,83,93,10,98,31,0,34,39,0,39,26,0,26,8,0,8,195,91,288
POA6355,..,50,50,62,5,66,13,0,13,26,0,26,12,0,12,3,0,3,116,49,168
POA6356,..,12,12,12,0,14,0,0,0,6,0,6,0,0,0,0,0,0,25,14,38
POA6357,..,3,3,11,0,11,4,0,4,0,0,0,4,0,4,0,0,0,15,3,20
POA6358,..,9,9,11,0,11,7,0,7,3,0,3,0,0,0,0,0,0,24,9,33
POA6359,..,41,41,48,0,50,12,0,12,16,0,16,12,0,12,4,0,4,91,43,129
POA6361,..,5,5,7,0,8,0,0,0,7,0,7,0,0,0,0,0,0,19,5,26
POA6363,..,4,4,16,0,16,3,0,3,0,0,0,3,0,3,0,0,0,23,4,28
POA6365,..,56,56,71,3,79,20,0,20,26,0,26,14,0,14,5,0,5,134,65,196
POA6367,..,52,52,57,4,56,10,0,11,7,0,7,3,0,3,0,0,0,89,52,140
POA6368,..,7,7,15,0,15,5,0,5,3,0,3,0,0,0,0,0,0,22,7,30
POA6369,..,59,59,89,7,94,24,0,24,24,0,24,15,0,15,3,0,3,159,63,217
POA6370,..,43,43,62,0,62,17,0,17,11,0,11,12,0,12,5,0,5,104,44,152
POA6372,..,17,17,18,0,18,0,0,0,9,0,9,3,0,3,0,0,0,28,17,39
POA6373,..,0,0,11,0,11,5,0,5,4,0,4,4,0,4,0,0,0,28,0,26
POA6375,..,120,120,134,4,139,32,0,32,21,0,21,27,0,27,7,0,7,227,127,352
POA6383,..,99,99,134,5,137,19,0,19,24,0,24,14,0,14,8,0,8,204,104,306
POA6384,..,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
POA6385,..,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
POA6386,..,3,3,6,5,11,3,0,3,3,0,3,0,0,0,0,0,0,22,3,25
POA6390,..,142,142,215,11,223,80,0,80,79,0,83,42,0,42,17,0,17,435,153,587
POA6391,..,101,101,142,7,146,42,3,40,49,0,49,26,0,26,8,0,8,266,105,371
POA6392,..,57,57,67,5,77,10,0,10,21,0,21,12,0,12,0,0,0,112,62,171
POA6393,..,7,7,14,0,14,9,0,9,11,0,11,3,0,3,0,0,0,36,7,37
POA6394,..,57,57,76,3,77,22,0,21,18,0,19,12,0,12,0,0,0,132,61,190
POA6395,..,211,211,181,11,195,67,0,68,70,0,70,34,0,37,21,0,21,373,222,597
POA6396,..,50,50,39,7,40,18,0,18,21,0,21,0,0,0,0,0,0,87,56,144
POA6397,..,15,15,13,0,16,3,0,3,0,0,0,7,0,7,0,0,0,21,15,39
POA6398,..,94,94,116,7,123,16,0,16,18,0,18,0,0,0,0,0,0,157,95,252
POA6401,..,921,921,1009,66,1070,359,14,373,325,3,330,167,0,167,104,0,104,1963,1002,2965
POA6403,..,23,23,21,0,26,8,0,8,6,0,6,0,0,0,0,0,0,45,25,64
POA6405,..,35,35,30,0,36,15,0,15,18,0,18,11,0,11,5,0,5,77,31,110
POA6407,..,109,109,107,5,109,35,0,35,39,0,42,27,0,27,14,0,14,218,119,334
POA6409,..,53,53,36,0,36,20,0,20,16,0,16,9,0,9,4,0,4,91,51,136
POA6410,..,141,141,127,3,138,45,0,45,33,0,33,13,0,10,11,0,11,233,144,371
POA6411,..,4,4,22,4,28,9,0,9,0,0,0,0,0,0,0,0,0,39,11,42
POA6412,..,4,4,9,0,9,0,0,0,4,0,4,0,0,0,0,0,0,10,4,12
POA6413,..,6,6,9,0,9,4,0,4,0,0,0,0,0,0,0,0,0,16,6,23
POA6414,..,3,3,11,3,12,0,0,0,0,0,0,3,0,3,0,0,0,20,8,22
POA6415,..,333,333,357,28,380,131,3,136,105,0,105,58,0,58,26,0,26,675,358,1032
POA6418,..,93,93,91,4,93,24,0,24,32,0,32,23,0,23,7,0,7,172,93,264
POA6419,..,3,3,10,0,10,0,0,5,0,0,0,0,0,0,0,0,0,19,9,24
POA6420,..,11,11,8,0,13,4,0,4,0,0,0,4,0,4,0,0,0,24,13,29
POA6421,..,14,14,18,0,18,0,0,0,10,0,10,7,0,7,0,0,0,34,14,49
POA6422,..,4,4,9,0,9,0,0,0,5,0,5,3,0,3,0,0,0,22,4,21
POA6423,..,28,28,32,0,32,3,0,3,4,0,4,0,0,0,0,0,0,38,28,66
POA6424,..,8,8,9,0,9,3,0,3,5,0,5,0,0,0,0,0,0,13,8,26
POA6425,..,6,6,16,0,16,0,0,0,4,0,4,0,0,0,0,0,0,28,6,27
POA6426,..,138,138,103,7,110,18,0,24,24,0,26,10,0,10,4,0,4,161,144,311
POA6427,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6428,..,0,0,9,0,9,0,0,0,3,0,3,0,0,0,0,0,0,11,0,16
POA6429,..,111,111,105,6,110,42,0,42,22,0,22,10,0,10,11,0,11,193,116,307
POA6430,..,2013,2013,2158,199,2359,1192,45,1241,1191,12,1204,551,3,556,275,4,281,5367,2280,7648
POA6431,..,49,49,26,3,35,20,0,20,22,0,22,18,0,18,29,0,29,115,51,167
POA6432,..,701,701,668,87,753,326,15,338,308,0,311,145,0,147,73,0,79,1522,805,2329
POA6434,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
POA6436,..,22,22,9,0,9,7,0,9,0,0,0,0,0,0,0,0,0,20,25,45
