POA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA6302,43,31,100,119,128,200,94,15,5,730,3,3,6,14,11,20,12,0,0,65,0,0,0,0,0,5,0,0,0,10,0,0,0,3,6,0,3,0,0,15,0,0,0,0,3,3,0,0,0,6,0,0,4,4,0,4,0,0,0,18,0,4,0,0,4,6,0,0,0,13,9,0,4,15,19,20,0,0,0,71,12,3,4,10,12,17,3,0,0,63,0,6,0,3,0,3,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,3,0,0,6,0,5,9,5,4,10,0,0,0,37,0,0,4,0,3,10,0,0,0,18,0,0,8,14,11,10,4,0,0,54,0,3,13,26,26,26,3,0,0,95,0,5,16,27,37,50,11,5,0,146,0,0,0,4,0,0,0,0,0,11,0,0,5,0,3,7,0,0,0,13
POA6304,17,11,39,52,68,85,56,8,0,339,0,3,8,5,14,9,15,0,0,53,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,8,0,0,4,4,4,8,4,0,0,26,0,0,4,0,0,5,0,0,0,11,0,0,0,3,0,3,5,0,0,13,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,7,0,0,0,12,0,0,6,0,0,3,4,0,0,7,0,0,8,3,6,5,0,0,0,19,0,0,5,11,12,7,4,0,0,40,0,0,3,10,10,18,7,0,0,49,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,6
POA6306,5,15,27,36,52,58,31,9,0,228,0,0,8,14,10,10,3,0,0,47,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,0,0,0,0,0,0,0,4,4,3,6,5,0,0,20,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,3,0,0,0,8,0,0,6,10,11,10,3,0,0,33,0,0,0,7,8,5,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
POA6308,19,27,41,57,77,85,44,10,0,359,0,3,7,10,14,17,6,7,0,69,0,0,5,4,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,0,3,0,0,0,0,15,6,3,3,4,0,6,0,0,0,23,0,0,0,0,3,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,0,4,5,5,5,0,0,0,18,0,4,4,6,7,9,0,0,0,29,0,0,8,0,10,12,12,0,0,47,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3
POA6309,4,8,7,7,22,18,14,0,0,69,0,0,0,0,5,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,6,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6311,8,11,20,22,36,41,12,6,0,151,0,0,3,0,5,0,5,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,3,0,0,16,0,0,0,0,0,4,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,6,4,10,3,0,0,0,24,0,5,0,4,11,8,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6312,61,84,203,163,205,206,97,14,5,1039,0,4,9,13,9,16,4,0,0,56,0,0,0,0,0,0,0,0,0,4,0,0,4,3,4,6,0,0,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,0,3,0,0,17,0,3,3,0,8,8,0,0,0,18,16,11,14,27,12,13,14,0,0,117,11,4,6,6,13,6,3,0,0,53,0,0,4,3,6,5,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,3,9,9,8,3,0,0,0,28,0,0,4,0,0,4,0,0,0,13,0,3,3,5,3,4,3,0,0,26,0,0,3,0,6,5,0,0,0,20,3,5,13,21,10,5,6,0,0,55,0,16,24,38,44,48,14,0,0,178,3,25,59,50,55,67,12,3,0,269,3,4,4,3,0,0,0,0,0,13,4,8,4,11,10,9,0,0,0,42
POA6313,4,0,8,11,17,17,5,0,0,59,0,0,0,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,7,0,0,0,5,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6315,16,25,72,79,82,103,46,5,0,418,5,0,12,8,13,17,12,0,0,69,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,3,7,0,0,0,0,0,10,8,0,8,8,7,7,4,0,0,41,6,0,4,0,0,5,0,0,0,19,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,7,3,0,0,33,4,0,0,13,12,11,0,0,0,39,0,3,19,15,18,19,7,0,0,83,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,12
POA6316,3,8,14,12,17,29,9,3,0,100,0,0,0,10,11,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,4,4,3,0,0,0,17,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6317,54,93,215,184,186,202,72,15,0,1018,0,7,11,13,16,11,10,0,0,70,0,0,0,0,0,0,0,0,0,0,4,5,10,10,22,9,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,7,3,0,8,4,3,0,0,25,12,4,14,23,19,15,3,0,0,94,12,6,6,11,15,9,0,3,0,66,0,0,0,5,4,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,17,0,0,6,0,0,0,0,0,0,5,0,0,3,6,3,5,4,0,0,18,0,3,3,4,0,4,3,0,0,21,3,0,11,8,6,3,3,0,0,50,6,11,27,33,24,30,6,0,0,137,3,20,33,26,32,35,12,0,0,158,0,5,0,0,0,0,0,0,0,3,5,0,6,0,3,9,3,0,0,28
POA6318,3,5,23,26,28,29,15,3,0,128,0,0,4,9,7,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,8,4,6,0,0,0,26,0,0,6,4,0,5,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6320,4,6,24,17,25,35,16,4,0,132,0,0,3,10,6,14,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,4,0,5,0,0,0,18,0,0,3,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6321,0,7,16,15,33,28,17,3,0,123,0,6,5,8,6,8,12,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,12,0,0,0,3,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6322,0,3,3,4,6,13,8,0,0,53,0,0,0,8,0,6,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6323,19,4,25,27,43,59,27,5,0,213,0,0,5,4,5,3,8,5,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,10,0,0,0,6,3,3,0,0,0,13,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,5,4,9,8,3,0,0,26,0,0,4,0,10,18,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8
POA6324,53,57,121,149,194,178,87,21,0,866,4,5,15,16,15,23,19,6,0,97,0,0,0,0,0,0,0,0,0,3,5,3,14,3,7,6,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,8,4,4,5,0,0,0,18,0,0,4,0,4,4,0,0,0,13,10,6,9,11,22,22,4,0,0,84,11,3,4,10,8,11,9,0,0,56,0,5,3,3,5,6,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,0,15,0,0,0,0,4,0,0,0,0,4,0,4,7,3,0,0,0,0,0,26,0,0,0,5,5,7,0,0,0,18,0,6,7,10,17,11,3,0,0,51,0,3,9,34,26,30,6,0,0,105,0,12,23,20,37,37,7,0,0,136,0,0,3,3,0,0,0,0,0,16,0,0,3,6,3,0,0,0,0,12
POA6326,4,10,19,18,29,35,30,5,0,153,3,0,0,5,9,11,6,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,5,0,0,0,14,8,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,3,4,3,0,0,0,12,0,3,0,6,0,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6327,0,0,8,11,23,9,3,3,0,59,0,0,0,0,4,4,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,4,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6328,7,3,33,26,12,32,11,7,0,127,0,5,7,8,9,14,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,8,0,0,0,16,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6330,659,661,1516,1561,1836,1738,635,106,22,8730,14,7,24,43,53,60,63,15,5,283,0,6,6,9,9,4,0,0,0,39,17,27,38,46,48,40,12,0,0,227,0,0,11,17,5,7,0,0,0,37,3,10,45,57,64,33,12,0,0,223,5,11,20,16,22,16,3,0,0,95,215,105,178,183,220,192,42,0,0,1143,235,84,127,111,117,96,27,6,0,805,6,4,13,23,38,32,6,0,0,133,7,11,12,7,6,9,0,0,0,51,3,18,30,30,27,28,0,0,0,140,0,12,28,24,36,24,8,5,0,138,10,11,82,94,86,67,24,0,0,376,0,11,30,52,61,59,19,0,0,239,8,11,53,107,151,100,23,3,0,447,8,43,136,241,375,288,70,5,0,1159,53,148,373,467,571,538,127,8,0,2290,14,7,31,16,23,24,5,0,0,111,21,39,67,76,58,62,21,0,0,344
POA6333,94,45,131,239,290,328,144,37,5,1306,6,0,5,8,15,21,19,10,0,84,0,0,4,5,6,4,0,0,0,26,12,5,9,19,18,4,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,3,7,7,5,6,3,0,0,25,0,0,0,0,0,4,0,0,0,6,18,4,12,20,36,26,12,0,0,125,21,17,19,32,14,32,7,0,0,145,0,0,0,8,5,11,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,4,0,0,0,15,0,0,0,0,3,3,4,0,0,15,0,3,9,16,13,15,7,0,0,61,0,0,0,7,7,11,3,0,0,44,0,0,6,22,19,19,0,0,0,69,0,0,17,54,68,48,9,3,0,201,0,0,31,53,77,65,20,0,0,249,0,0,0,3,3,11,5,0,0,22,0,0,11,11,11,7,0,0,0,47
POA6335,6,15,42,38,35,40,33,5,0,208,0,5,8,7,7,4,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,11,0,0,5,0,6,5,6,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,4,4,0,0,0,0,0,13,0,0,6,4,9,3,0,0,0,26,0,0,7,6,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6336,3,9,25,21,23,22,12,0,0,113,0,0,0,12,7,12,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6337,3,11,29,36,28,42,10,0,0,162,0,0,8,11,10,11,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,9,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,4,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,12,0,3,4,4,4,4,0,0,0,21,0,6,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6338,0,20,30,36,41,43,27,4,0,200,0,3,8,12,17,6,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,3,6,8,6,3,3,0,0,26,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,6,0,0,0,0,4,0,0,0,9,7,3,0,0,0,28,0,0,3,3,6,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
POA6341,6,7,11,23,17,14,6,0,0,80,0,0,6,6,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,3,7,0,0,0,0,14,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
