POA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA6012,91,200,369,475,537,385,183,42,0,2284,0,3,0,0,0,3,3,0,0,14,0,7,21,25,21,5,0,0,0,78,13,4,0,12,16,3,6,0,0,51,0,0,6,4,5,0,0,0,0,15,6,0,13,9,18,5,5,0,0,42,0,0,9,3,5,7,4,6,0,30,44,31,33,30,17,12,5,4,0,179,51,43,26,12,10,9,3,0,0,173,0,0,0,4,13,4,0,0,0,18,0,4,0,8,0,0,0,0,0,19,0,4,9,14,17,4,4,0,0,52,0,3,9,4,11,15,8,7,0,51,0,21,57,54,49,43,15,0,0,238,0,7,17,14,14,3,0,0,0,60,0,3,14,31,28,23,4,0,0,104,18,30,35,67,106,78,15,3,0,348,7,30,127,118,124,97,28,0,0,530,6,10,6,5,10,0,0,0,0,37,9,23,12,13,25,8,4,0,0,93
POA6014,338,452,1065,1395,1370,935,296,41,16,5899,0,0,0,0,3,5,0,0,0,8,0,6,52,82,57,20,5,0,0,223,19,11,15,24,14,14,7,3,0,98,0,0,8,18,10,4,0,0,0,45,0,13,33,49,34,32,6,5,0,170,0,4,15,24,13,9,0,0,0,63,89,91,63,58,51,45,19,0,0,421,115,76,67,30,26,7,0,0,0,322,0,3,16,14,19,12,4,0,0,75,4,4,13,9,21,13,0,0,0,55,0,7,38,51,47,24,4,0,0,176,0,6,19,18,18,16,4,0,0,77,5,52,144,195,173,90,22,0,0,671,5,14,84,66,30,28,6,0,0,230,6,7,51,83,84,53,9,0,0,289,23,45,113,150,237,179,52,7,0,802,26,109,358,377,372,247,72,4,0,1571,25,15,27,22,20,14,4,6,0,123,12,28,26,36,33,29,10,3,0,164
POA6015,109,150,176,232,473,401,139,40,12,1724,0,0,0,0,3,0,0,0,0,10,0,0,3,31,12,6,0,0,0,50,8,0,3,5,6,3,0,0,0,37,0,0,0,7,3,0,0,0,0,10,0,0,0,9,12,6,4,0,0,30,0,0,0,5,4,9,0,0,0,22,36,19,9,13,28,24,0,0,0,136,42,19,12,9,4,8,0,0,0,94,0,0,5,3,4,3,0,0,0,19,0,6,0,0,6,5,0,0,0,19,3,4,9,4,24,11,0,0,0,55,0,0,5,7,14,13,9,0,0,47,0,21,23,42,57,26,14,5,0,189,0,0,5,13,12,8,0,0,0,40,0,5,6,7,22,13,3,0,0,61,14,13,15,32,70,59,14,3,0,223,7,31,27,62,119,81,18,7,0,350,3,7,0,0,13,3,0,0,0,34,7,9,0,8,7,5,7,5,0,38
POA6016,130,200,705,863,667,383,99,17,0,3066,0,0,0,3,0,0,0,0,0,8,0,3,36,65,31,8,3,0,0,147,8,4,15,18,7,8,0,0,0,71,0,0,10,17,9,4,0,0,0,36,6,5,22,22,17,7,0,0,0,75,0,0,9,11,14,0,0,0,0,45,38,47,51,40,28,20,0,0,0,222,49,51,63,26,18,9,3,0,0,218,0,0,9,12,7,0,0,0,0,31,0,4,6,15,3,5,0,0,0,34,0,4,18,39,30,6,6,0,0,102,0,5,7,16,6,5,0,0,0,43,0,15,81,100,71,34,3,0,0,304,0,22,60,35,12,5,7,0,0,142,0,10,34,54,49,39,3,0,0,192,10,20,62,86,124,85,19,0,0,396,9,58,250,202,141,92,28,0,0,786,13,8,19,17,9,4,4,0,0,68,3,6,33,30,24,7,4,0,0,102
POA6017,21,111,556,376,165,99,38,5,3,1369,0,0,5,0,5,0,0,0,0,8,0,6,22,13,3,6,5,0,0,51,0,5,9,8,6,0,0,0,0,32,0,0,3,8,3,0,0,0,0,14,0,6,21,5,3,4,0,0,0,46,0,0,9,0,7,0,0,0,0,11,7,30,51,23,4,12,0,0,0,121,7,17,66,18,8,4,0,0,0,113,0,5,3,0,9,3,0,0,0,17,0,0,5,0,0,0,0,0,0,10,0,6,5,5,7,0,0,0,0,25,0,3,3,3,0,0,4,0,0,15,0,3,48,27,8,5,0,0,0,93,0,0,46,23,8,7,0,0,0,90,0,4,29,18,15,6,4,0,0,78,0,13,46,35,17,18,6,0,0,131,0,27,153,81,36,23,6,0,0,330,0,8,15,3,0,0,0,0,0,32,0,11,21,11,6,7,0,0,0,63
POA6018,524,834,2377,2748,2327,1604,480,85,0,10988,0,0,8,5,4,8,4,0,0,27,0,27,152,164,78,34,4,0,0,462,17,14,29,50,55,20,14,0,0,203,0,0,24,24,24,4,0,0,0,74,5,18,98,109,81,37,9,0,0,349,9,10,44,42,52,31,12,0,0,189,207,188,163,130,118,112,34,5,0,954,220,160,117,89,63,30,12,0,0,687,0,16,47,47,35,19,7,0,0,177,4,10,36,31,18,9,0,0,0,109,6,17,86,131,93,52,10,4,0,388,4,10,45,43,41,26,16,6,0,186,11,54,294,328,227,112,27,9,0,1057,9,18,68,81,54,46,21,5,0,308,0,28,131,181,176,118,18,0,0,658,29,96,310,377,481,356,74,8,0,1724,27,202,670,604,554,376,103,4,0,2549,32,35,51,45,33,17,8,0,0,217,22,36,96,82,79,45,9,3,0,380
POA6019,283,492,1855,1728,1323,934,269,55,3,6942,0,0,5,4,5,5,3,0,0,27,0,15,170,111,64,23,0,0,0,386,8,4,39,25,24,17,6,0,0,124,0,0,16,15,13,4,0,0,0,45,0,7,76,64,35,26,13,0,0,221,5,7,23,19,30,22,7,0,0,108,95,84,101,78,73,73,28,0,0,536,106,95,154,74,22,18,3,3,0,476,0,3,34,19,19,12,3,0,0,97,0,3,26,15,8,6,3,0,0,61,0,9,60,59,53,24,10,0,0,215,0,8,46,33,37,22,8,4,0,164,3,48,209,174,129,68,18,0,0,651,8,14,78,56,45,20,14,0,0,230,3,20,103,128,93,54,8,0,0,410,21,46,242,231,236,194,41,0,0,1009,18,106,507,349,314,250,56,12,0,1602,15,23,46,29,24,12,7,0,0,151,7,27,115,61,56,31,8,3,0,310
POA6020,372,477,674,1206,1408,1085,473,66,0,5765,0,0,3,0,7,3,0,4,0,23,0,6,32,66,40,18,6,0,0,170,10,10,12,16,29,25,9,0,0,108,0,0,12,13,9,6,0,0,0,35,0,13,22,69,55,41,17,0,0,214,0,4,5,19,25,26,7,0,0,94,99,95,40,64,74,82,32,0,0,478,141,63,21,35,18,15,9,0,0,297,0,7,13,15,15,12,8,0,0,79,5,3,8,7,7,13,4,0,0,44,0,3,32,50,63,42,14,0,0,199,0,5,12,29,29,25,16,0,0,116,3,33,81,150,121,69,31,7,0,496,0,7,10,29,27,22,16,0,0,121,0,17,37,76,105,69,16,0,0,319,24,45,87,192,321,258,59,3,0,993,21,76,182,265,258,277,84,3,0,1157,16,22,11,23,25,16,3,0,0,120,17,26,38,53,36,34,18,0,0,216
POA6021,219,432,1216,1326,1115,860,274,52,0,5490,0,5,5,4,4,4,0,0,0,17,0,7,39,50,25,13,0,0,0,133,10,5,27,26,25,26,13,0,0,132,0,0,8,16,9,3,5,0,0,49,5,16,53,50,38,34,4,0,0,205,0,6,10,30,25,7,3,0,0,89,124,107,114,89,98,92,30,0,0,650,65,53,73,55,42,29,11,0,0,331,0,5,14,26,21,12,6,0,0,81,0,0,11,7,4,3,0,0,0,34,3,3,40,62,56,18,0,0,0,184,0,8,22,20,21,9,3,0,0,86,5,30,130,145,86,44,16,0,0,459,3,13,50,55,34,32,12,0,0,199,8,10,72,76,76,48,7,0,0,295,13,41,131,134,182,124,37,0,0,658,14,98,301,277,248,177,69,0,0,1183,11,12,22,11,21,10,0,0,0,75,20,21,63,49,34,33,10,0,0,233
POA6022,58,99,284,340,278,187,79,10,0,1334,0,0,0,0,0,0,0,0,0,5,0,3,7,15,7,4,0,0,0,37,0,0,4,9,11,0,3,0,0,30,0,0,7,6,0,0,0,0,0,7,0,4,12,14,8,7,0,0,0,39,0,0,9,4,6,4,0,0,0,26,23,21,23,14,20,14,5,0,0,124,22,17,19,9,9,3,0,0,0,73,0,4,6,10,4,8,3,0,0,32,0,0,0,3,5,0,0,0,0,12,0,0,3,12,10,4,0,0,0,26,0,3,3,6,0,6,4,0,0,15,0,0,33,20,22,11,4,0,0,89,0,4,13,10,3,4,3,0,0,34,0,5,14,30,21,20,0,0,0,90,5,5,37,48,51,38,15,5,0,199,5,17,76,64,57,45,17,3,0,293,3,0,3,8,5,3,0,0,0,26,0,3,17,25,15,10,3,0,0,68
