POA_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA6015,0,12,0,12,..,3,0,3,0,3,..,0,0,3,0,3,..,13,0,16,0,16,..,104,7,113,0,111,..,813,52,870,0,872,..,17,0,23,181,204,5736,838,51,889,183,6805
POA6016,0,15,0,15,..,7,0,7,0,7,..,0,0,0,0,0,..,55,19,72,0,72,..,655,34,696,6,705,..,2278,216,2493,27,2525,..,91,7,96,337,426,7864,2366,223,2592,360,10818
POA6017,0,13,0,13,..,15,3,17,0,17,..,9,0,9,0,9,..,43,9,55,0,57,..,512,38,552,0,552,..,1622,189,1812,14,1827,..,56,5,53,298,352,2329,1679,189,1870,307,4507
POA6018,0,67,0,71,..,82,8,91,0,91,..,17,0,14,0,21,..,136,33,162,0,162,..,694,63,760,17,777,..,6565,729,7296,65,7368,..,129,13,144,1610,1753,33133,6695,742,7436,1680,42250
POA6019,0,17,0,17,..,33,6,35,0,35,..,7,0,14,0,14,..,28,11,40,0,40,..,360,42,401,9,412,..,3003,242,3250,27,3276,..,84,6,92,1162,1252,19826,3090,249,3338,1188,24351
POA6020,0,15,0,15,..,14,0,16,0,16,..,9,0,9,0,9,..,39,9,47,0,47,..,241,26,266,8,272,..,1830,167,1995,17,2014,..,51,4,51,593,641,19922,1880,166,2045,611,22581
POA6021,0,21,3,25,..,54,12,66,0,66,..,29,5,37,0,37,..,262,69,330,8,333,..,559,90,646,12,661,..,6302,907,7201,103,7304,..,102,11,112,689,801,12872,6401,913,7317,792,20980
POA6022,0,0,0,0,..,22,0,21,0,21,..,0,0,3,0,3,..,38,17,54,0,54,..,89,12,101,0,103,..,645,86,736,3,739,..,27,0,29,127,160,4311,671,91,766,134,5209
POA6023,0,13,0,13,..,21,6,25,0,25,..,0,0,0,0,0,..,30,4,39,0,39,..,181,17,196,3,199,..,1583,136,1715,18,1730,..,59,0,58,312,372,13874,1639,135,1775,329,15982
POA6024,0,0,0,0,..,30,7,38,0,38,..,0,0,0,0,0,..,63,19,78,0,78,..,189,13,208,3,212,..,1367,173,1540,13,1551,..,51,0,50,434,489,11683,1416,177,1593,450,13723
POA6025,0,12,0,11,..,47,6,52,0,52,..,10,0,10,0,10,..,76,20,96,0,96,..,442,37,478,9,486,..,2961,262,3219,36,3255,..,99,3,106,821,930,27401,3059,268,3321,860,31581
POA6026,0,15,0,15,..,47,3,48,0,48,..,4,0,4,0,4,..,42,9,54,0,52,..,257,30,291,13,299,..,2071,197,2269,30,2290,..,72,3,74,438,513,19976,2144,202,2341,465,22781
POA6027,0,50,0,48,..,119,17,137,0,137,..,9,0,16,0,16,..,82,29,115,0,118,..,665,78,747,10,755,..,4258,432,4689,36,4728,..,145,16,163,1553,1714,36382,4401,451,4853,1594,42828
POA6028,0,19,0,25,..,35,8,40,0,40,..,5,0,5,0,5,..,41,12,57,0,57,..,246,23,272,8,280,..,2640,206,2840,33,2873,..,76,4,85,588,671,20013,2712,212,2920,625,23559
POA6029,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,10,0,10,..,30,3,37,5,41,..,176,10,187,5,187,..,11,0,6,94,104,2566,188,8,195,100,2855
POA6030,0,29,4,35,..,114,11,128,4,129,..,7,0,7,0,7,..,125,61,186,0,186,..,1038,138,1173,21,1196,..,5053,591,5640,53,5698,..,191,30,220,1927,2147,32994,5246,621,5863,1979,40841
POA6031,7,45,0,45,..,53,5,51,0,51,..,11,0,11,0,11,..,102,46,149,7,153,..,638,74,717,12,727,..,2890,293,3189,33,3220,..,80,13,91,577,670,14761,2971,307,3283,607,18645
POA6032,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,3,0,3,..,13,3,21,0,21,..,0,0,0,12,18,154,14,3,21,12,189
POA6033,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,9,14,22,0,22,..,8,0,8,0,8,..,51,11,61,4,62,..,0,0,0,38,39,345,47,11,63,40,444
POA6034,0,7,0,7,..,0,5,3,0,3,..,4,0,4,0,4,..,6,4,11,0,11,..,109,18,128,4,130,..,414,37,455,12,462,..,13,0,15,181,195,3047,425,41,464,194,3705
POA6035,0,4,0,4,..,28,6,30,0,30,..,0,0,0,0,0,..,7,3,16,0,12,..,208,23,227,4,232,..,853,85,930,6,940,..,88,5,92,610,701,9381,938,90,1020,618,11022
POA6036,0,15,0,15,..,38,3,41,0,41,..,7,0,7,0,7,..,26,6,38,0,38,..,484,49,540,12,550,..,2208,191,2394,26,2424,..,83,10,100,680,778,14312,2294,198,2494,709,17514
POA6037,0,0,0,0,..,8,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,62,0,67,0,67,..,212,8,223,0,226,..,18,0,18,291,309,3292,229,8,239,292,3822
POA6038,0,21,0,21,..,28,0,29,0,29,..,8,0,8,0,8,..,8,5,8,0,8,..,305,18,325,7,327,..,1492,95,1593,16,1608,..,42,9,46,379,428,8164,1540,105,1639,392,10203
POA6041,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,55,3,62,0,62,..,11,0,11,112,120,1414,64,3,69,112,1597
POA6042,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,23,23,82,0,0,0,23,107
POA6043,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,17,17,198,14,0,14,17,233
POA6044,0,0,0,0,..,9,0,8,0,8,..,0,0,0,0,0,..,9,5,11,0,11,..,41,6,53,0,52,..,106,47,155,3,160,..,5,0,5,96,104,1045,116,47,159,103,1300
POA6050,0,21,0,21,..,27,0,27,0,27,..,14,0,15,0,15,..,189,30,218,0,218,..,256,14,273,10,283,..,2196,209,2408,27,2439,..,51,5,51,643,698,12639,2246,217,2467,667,15770
POA6051,3,41,0,41,..,58,12,65,0,64,..,7,0,5,0,5,..,157,53,210,0,209,..,466,62,527,8,536,..,2763,367,3133,46,3179,..,53,10,58,708,766,9254,2815,379,3189,752,13199
POA6052,0,20,0,20,..,18,4,27,0,27,..,11,3,17,0,17,..,152,50,196,3,202,..,243,40,289,4,286,..,1849,288,2132,20,2152,..,39,14,54,372,425,8979,1889,300,2188,394,11555
POA6053,0,25,0,25,..,25,3,29,0,33,..,7,0,7,0,7,..,174,68,244,0,239,..,313,43,356,17,370,..,2175,346,2522,40,2559,..,63,5,75,545,623,12108,2240,356,2593,584,15288
POA6054,0,36,0,39,..,47,11,55,0,55,..,8,0,15,0,15,..,255,117,372,6,373,..,569,92,657,14,669,..,2913,496,3411,49,3457,..,93,19,110,1065,1176,16396,3010,509,3519,1116,21029
POA6055,15,168,3,170,..,97,16,115,0,115,..,10,0,10,0,10,..,227,91,319,5,320,..,1785,220,2009,47,2054,..,8684,953,9633,129,9768,..,168,31,196,1305,1501,21054,8851,980,9832,1435,32320
POA6056,10,104,4,104,..,115,19,132,0,133,..,10,0,10,0,10,..,104,32,144,0,144,..,924,90,1011,27,1040,..,4809,578,5384,57,5437,..,162,14,180,2373,2549,33175,4970,591,5569,2423,41172
POA6057,4,15,0,15,..,47,3,55,0,55,..,0,0,0,0,0,..,31,4,34,0,34,..,268,39,307,5,311,..,1283,130,1414,18,1434,..,40,3,45,666,709,14558,1325,131,1457,688,16697
POA6058,3,37,0,38,..,42,12,52,0,52,..,5,0,6,0,6,..,13,3,16,0,16,..,468,91,558,12,569,..,1662,225,1884,29,1916,..,71,0,73,612,679,10580,1731,227,1955,639,13181
POA6059,3,72,0,72,..,49,13,65,0,67,..,40,18,52,0,52,..,835,304,1144,5,1148,..,791,98,887,18,910,..,6549,1169,7718,80,7798,..,118,21,136,789,929,15439,6669,1189,7859,873,24169
POA6060,7,46,0,46,..,75,3,77,0,80,..,26,3,31,0,31,..,356,100,457,0,457,..,1112,115,1223,19,1245,..,6662,917,7578,66,7647,..,144,25,167,1100,1261,16578,6803,942,7742,1168,25486
POA6061,11,94,0,97,..,183,39,224,5,225,..,66,31,95,4,95,..,1443,825,2262,9,2274,..,4278,1144,5427,77,5503,..,15717,3695,19414,210,19625,..,375,105,480,2890,3376,18685,16096,3800,19899,3098,41683
POA6062,0,131,3,133,..,122,14,138,0,138,..,45,16,67,0,67,..,1248,588,1838,11,1846,..,1218,173,1385,18,1404,..,9438,2065,11506,97,11597,..,195,24,225,1197,1421,21120,9633,2096,11720,1297,34144
POA6063,9,106,3,112,..,58,18,76,0,76,..,7,3,6,0,6,..,625,318,941,3,948,..,1144,320,1462,21,1484,..,4519,1102,5617,39,5657,..,121,30,152,643,791,8598,4638,1127,5766,685,15045
POA6064,3,70,0,74,..,91,14,105,0,106,..,15,5,18,0,18,..,1827,1232,3061,23,3088,..,2551,894,3452,43,3492,..,8744,2937,11681,107,11785,..,255,98,349,1374,1724,17554,8996,3036,12031,1479,31068
POA6065,4,116,5,115,..,180,20,200,0,203,..,34,6,38,0,38,..,1266,523,1784,14,1797,..,2325,317,2641,42,2685,..,14471,1881,16356,128,16480,..,332,45,373,2006,2382,49573,14807,1930,16731,2133,68443
POA6066,0,56,0,61,..,48,12,60,0,60,..,4,0,7,0,7,..,826,428,1254,9,1263,..,1032,294,1327,9,1336,..,4432,1152,5583,39,5624,..,126,31,162,675,835,11998,4565,1180,5745,717,18459
POA6067,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,43,0,0,0,3,45
POA6068,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,4,0,0,0,0,10
POA6069,10,177,0,177,..,105,11,115,0,115,..,12,3,14,0,14,..,164,40,205,5,213,..,2011,268,2277,42,2327,..,7777,781,8560,101,8663,..,216,24,244,1886,2128,35562,7997,802,8799,1986,46350
POA6070,0,0,0,0,..,7,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,23,0,24,3,29,..,158,13,172,3,173,..,11,0,16,112,123,3420,177,8,186,114,3725
POA6071,0,3,0,3,..,4,4,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,53,3,54,0,57,..,193,13,208,4,206,..,10,0,13,155,162,3130,203,12,218,152,3502
POA6072,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,33,0,30,0,30,..,0,0,0,35,35,765,33,0,30,35,829
POA6073,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,29,3,32,0,32,..,105,9,114,0,116,..,4,0,4,117,123,2949,112,9,115,120,3190
POA6074,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,32,0,32,0,32,..,0,0,0,44,43,930,35,0,35,44,1001
POA6076,0,12,0,10,..,54,5,59,0,59,..,0,0,0,0,0,..,8,6,14,0,14,..,238,23,258,7,267,..,1372,110,1482,19,1501,..,56,5,59,706,767,20043,1429,111,1535,730,22308
POA6077,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,39,20,51,0,51,..,7,0,12,0,12,..,166,24,193,0,194,..,10,0,10,61,70,1380,175,24,198,62,1639
POA6078,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,15,8,16,0,16,..,3,0,3,0,3,..,75,9,88,0,88,..,0,0,0,55,62,796,77,9,87,55,941
POA6079,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,27,8,0,8,0,30
POA6081,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,6,0,6,..,29,4,33,0,33,..,170,15,182,0,183,..,12,0,12,174,189,4551,180,15,192,174,4919
POA6082,0,0,0,0,..,6,0,8,0,8,..,0,0,0,0,0,..,6,0,5,0,5,..,31,3,36,0,33,..,126,8,130,3,133,..,9,0,9,196,203,3084,132,8,141,197,3422
POA6083,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,3,9,0,9,..,24,0,26,0,24,..,132,6,140,0,141,..,12,0,12,183,198,3235,143,6,150,190,3570
POA6084,0,0,0,0,..,10,6,11,0,11,..,0,0,0,0,0,..,6,3,9,0,9,..,92,12,96,0,104,..,376,24,400,4,400,..,21,0,21,590,613,8045,398,24,427,593,9063
POA6090,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,4,4,12,0,0,3,4,25
POA6100,5,48,0,48,..,81,13,97,0,97,..,8,0,14,5,14,..,121,29,149,0,147,..,446,48,497,8,504,..,3827,399,4228,44,4277,..,91,8,99,817,920,10621,3921,410,4326,865,15816
POA6101,0,44,0,44,..,61,3,67,4,71,..,16,10,26,0,29,..,112,30,141,3,146,..,545,77,627,11,637,..,3498,450,3948,42,3988,..,117,8,120,983,1102,12209,3608,458,4068,1027,17301
POA6102,3,64,0,64,..,62,16,76,0,76,..,16,8,30,0,31,..,147,28,175,4,179,..,940,101,1043,15,1060,..,4669,576,5247,62,5310,..,118,13,134,1212,1343,7292,4788,587,5383,1274,13949
POA6103,3,27,0,27,..,48,9,55,0,58,..,16,8,22,0,22,..,104,19,122,0,122,..,458,80,541,13,551,..,2904,471,3377,46,3422,..,68,8,76,602,677,6796,2979,477,3455,651,10897
POA6104,0,29,0,35,..,54,22,76,0,76,..,14,6,23,0,23,..,129,38,166,3,167,..,572,82,656,22,673,..,3343,510,3855,48,3903,..,68,10,72,1173,1245,9934,3406,522,3928,1223,15082
POA6105,0,49,0,49,..,73,26,106,0,103,..,55,13,66,0,66,..,151,36,183,4,188,..,873,149,1021,16,1041,..,4960,736,5697,76,5774,..,102,22,126,981,1108,9398,5071,758,5822,1060,16283
POA6106,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,5,5,7,9,0,9,5,16
POA6107,23,398,6,404,..,142,39,187,4,190,..,400,118,519,0,519,..,289,83,369,6,373,..,3163,662,3825,85,3908,..,19543,3201,22747,304,23047,..,405,84,490,2511,3006,22533,19950,3286,23235,2820,48583
POA6108,30,233,0,233,..,94,19,112,0,109,..,50,11,59,0,59,..,98,47,145,6,155,..,994,192,1192,19,1209,..,6003,1193,7197,69,7270,..,112,32,149,912,1059,15337,6115,1225,7339,986,23665
POA6109,30,218,3,218,..,33,9,41,0,41,..,26,5,25,0,30,..,36,17,58,0,58,..,1186,391,1577,24,1600,..,4197,791,4984,57,5037,..,114,38,147,834,978,7123,4307,828,5131,887,13143
POA6110,82,666,9,677,..,144,25,164,0,166,..,55,15,65,0,69,..,115,38,153,0,155,..,2524,667,3196,48,3246,..,11264,1818,13082,155,13239,..,300,57,353,2191,2547,29088,11560,1879,13440,2341,44873
POA6111,32,126,0,124,..,66,12,74,0,74,..,3,0,3,0,3,..,31,14,46,0,48,..,715,168,887,24,913,..,2301,344,2643,44,2690,..,99,16,116,1267,1383,19573,2402,359,2758,1305,23639
POA6112,78,1163,12,1174,..,186,19,207,0,209,..,41,3,46,0,46,..,83,20,107,0,109,..,3063,424,3485,71,3556,..,17404,1857,19260,273,19532,..,346,59,409,3265,3672,47364,17750,1916,19668,3536,70564
POA6121,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,8,12,18,0,18,..,41,0,45,0,45,..,182,24,204,6,203,..,9,0,9,99,105,2784,188,24,209,104,3101
POA6122,8,91,0,92,..,29,0,32,0,32,..,4,0,4,0,4,..,13,8,17,0,17,..,758,76,832,15,849,..,2728,246,2966,37,3004,..,96,12,106,773,881,17922,2823,257,3076,810,21803
POA6123,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,27,7,27,3,32,..,86,12,98,3,102,..,7,0,7,140,152,1998,95,12,106,152,2253
POA6124,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,43,0,43,0,43,..,0,0,0,79,77,1076,44,5,43,79,1205
POA6125,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,31,0,31,5,31,..,96,0,96,5,101,..,7,0,7,544,553,2972,112,0,112,542,3622
POA6126,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,9,0,9,..,31,4,41,0,41,..,0,0,0,25,25,201,31,4,41,25,265
POA6147,44,216,3,221,..,64,9,73,0,73,..,25,9,32,0,32,..,74,32,104,0,107,..,631,128,755,10,758,..,4815,1136,5953,46,6006,..,108,30,135,601,738,8301,4931,1166,6092,645,15038
POA6148,12,310,8,316,..,47,6,54,0,53,..,38,7,42,0,42,..,88,28,110,0,110,..,459,42,499,13,517,..,5730,722,6455,59,6512,..,73,13,84,510,600,11869,5803,743,6543,570,18974
POA6149,5,169,0,170,..,41,5,48,0,48,..,9,0,9,0,9,..,52,6,63,0,63,..,244,32,275,3,285,..,4392,543,4933,40,4972,..,57,8,58,431,490,13446,4448,548,4998,468,18905
POA6150,0,110,0,115,..,43,7,50,0,50,..,8,0,8,0,8,..,53,11,64,0,64,..,167,9,172,0,172,..,3628,438,4061,26,4089,..,69,6,76,511,584,8526,3695,441,4134,541,13201
POA6151,0,50,0,50,..,53,17,70,0,70,..,13,0,13,0,13,..,113,23,132,0,132,..,316,33,347,9,360,..,2656,285,2939,31,2973,..,68,4,72,813,883,13364,2720,294,3016,846,17226
POA6152,3,79,0,80,..,84,7,93,0,96,..,36,7,45,0,45,..,106,27,137,0,137,..,624,81,707,25,728,..,5262,585,5846,74,5924,..,132,18,146,1174,1318,18992,5397,598,5991,1249,26227
POA6153,0,86,0,86,..,49,14,63,0,65,..,22,0,26,0,26,..,77,4,76,0,79,..,317,33,352,6,360,..,4479,437,4917,33,4947,..,99,3,104,601,704,15766,4580,445,5019,635,21419
POA6154,0,16,0,16,..,23,3,24,0,24,..,4,0,4,0,4,..,34,4,36,0,36,..,113,8,128,4,126,..,1704,205,1907,19,1925,..,35,3,41,256,293,8399,1734,213,1947,270,10621
POA6155,51,1254,7,1266,..,114,15,135,0,135,..,45,8,51,0,51,..,219,70,290,0,288,..,1631,145,1780,33,1814,..,19581,2951,22534,164,22701,..,259,40,300,2336,2632,28429,19844,2997,22836,2494,53765
POA6156,0,18,0,18,..,46,6,48,0,48,..,4,0,4,0,4,..,26,5,29,0,29,..,223,37,254,5,257,..,1850,163,2010,15,2030,..,75,8,84,714,797,15413,1921,166,2090,735,18238
POA6157,0,5,0,5,..,34,0,43,0,43,..,5,0,5,0,5,..,8,0,13,0,13,..,174,16,192,4,193,..,1226,110,1337,18,1349,..,38,4,43,563,605,12652,1259,114,1372,578,14603
POA6158,0,0,0,0,..,7,0,7,0,7,..,0,0,6,0,6,..,0,7,5,0,5,..,73,5,79,6,78,..,536,42,582,3,586,..,21,5,25,308,335,6902,553,51,603,315,7819
POA6159,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,9,0,9,..,39,3,44,0,44,..,282,23,302,0,306,..,12,0,10,193,199,3439,288,28,316,187,3947
POA6160,0,4,0,4,..,13,3,14,0,14,..,4,0,4,0,4,..,8,0,7,0,7,..,139,21,158,3,158,..,982,123,1107,7,1124,..,21,4,27,717,743,7387,1014,126,1137,723,9251
POA6161,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,24,3,30,0,30,..,0,0,0,19,23,112,32,3,34,19,166
POA6162,0,3,0,3,..,18,0,18,0,17,..,13,0,13,0,13,..,14,4,18,0,23,..,214,20,227,0,233,..,1456,278,1736,20,1762,..,34,8,38,543,575,9737,1487,283,1772,561,12074
POA6163,8,107,0,107,..,113,17,131,0,135,..,31,3,35,0,35,..,152,53,202,0,200,..,1125,130,1254,30,1288,..,9528,1325,10850,113,10963,..,255,38,290,2540,2835,40905,9780,1357,11137,2656,54704
POA6164,13,237,7,240,..,160,40,201,0,199,..,28,3,34,0,34,..,144,39,186,3,193,..,1467,190,1655,52,1705,..,13458,1756,15206,184,15395,..,306,35,342,2159,2501,48230,13764,1787,15554,2345,66124
POA6165,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,11,0,8,0,8,..,0,0,0,3,7,46,12,0,12,3,64
POA6166,0,4,0,4,..,26,5,31,0,31,..,0,0,0,0,0,..,26,0,26,0,26,..,116,14,132,0,132,..,1670,177,1845,13,1858,..,45,8,54,517,566,8369,1717,184,1894,526,10792
POA6167,0,65,0,65,..,89,12,97,0,99,..,0,0,0,0,0,..,57,15,75,0,80,..,636,52,687,16,699,..,4344,471,4814,63,4875,..,122,13,138,2624,2756,20842,4464,485,4950,2681,28476
POA6168,0,5,0,5,..,63,18,79,0,82,..,4,0,4,0,4,..,61,18,78,0,80,..,409,61,471,10,478,..,1932,269,2203,24,2226,..,101,18,117,1997,2114,20568,2034,286,2322,2026,24913
POA6169,0,32,0,32,..,148,14,159,0,164,..,0,0,0,0,0,..,67,33,98,0,98,..,506,65,574,18,596,..,2176,232,2404,34,2441,..,128,12,135,1952,2085,30790,2301,240,2540,1991,35317
POA6170,9,92,0,97,..,41,10,48,0,48,..,0,0,0,0,0,..,24,10,36,0,36,..,795,66,864,25,892,..,4427,415,4845,87,4929,..,76,11,90,751,834,11558,4508,422,4930,838,17329
POA6171,0,85,0,90,..,80,8,92,0,92,..,11,0,11,0,14,..,50,8,58,3,63,..,981,81,1064,21,1084,..,3787,305,4089,40,4130,..,150,8,158,1744,1900,31662,3937,310,4249,1784,37697
POA6172,0,8,0,8,..,32,7,41,0,41,..,0,0,0,0,0,..,10,9,22,0,21,..,184,15,198,11,203,..,832,87,922,13,934,..,50,3,52,704,753,11791,884,91,975,715,13477
POA6173,0,0,0,0,..,28,4,30,0,30,..,6,0,6,0,6,..,6,3,6,0,11,..,150,17,170,3,176,..,637,42,681,7,691,..,49,0,49,417,463,11318,683,42,725,426,12474
POA6174,0,0,0,0,..,15,0,17,0,17,..,0,0,0,0,0,..,3,4,4,0,4,..,50,7,59,0,59,..,303,21,324,4,332,..,22,3,25,283,305,5045,322,29,348,288,5681
